Product,Variant,Price,Handle,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
Farashat - Bath Mat Set,"White, Cream",2395.0,farashat-bathmat-set-2pcs,"45686449307939, 45686449340707",False,"672b95c9b8b46, 672b95c90ae23",https://hebalinens.com/products/farashat-bathmat-set-2pcs,2026/02/01 03:58:07 PM,"Embellish your bathroom with this 100% cotton bathmat set, featuring beautiful golden butterflies. With its cushioned feel and graceful design, it's an ideal addition to your home, enhancing your comfort and style. Set consists of: 2 rectangular bathmats","Farashat - Bath Mat Set - White, Cream: Embellish your bathroom with this 100% cotton bathmat set, featuring beautiful golden butterflies. With its cushioned feel and graceful design, it's an ideal addition to your home, enhancing your comfort and style. Set consists of: 2 rectangular bathmats"
Farashat - Duvet set,"White / King, Cream / King",6995.0,farashat,"45343690948899, 45343690981667",True,"672b95ca7fb79, 672b95c9c29b2",https://hebalinens.com/products/farashat,2026/02/01 03:59:10 PM,"Dreamy and sweet, the Farashat Duvet Set features beautiful golden butterflies on soft 100% cotton fabric. Enjoy a restful sleep surrounded by the exquisitely detailed butterflies and feel pampered by the breathable and comfortable fabric. Set consists of: 1 embroidered duvet cover 2 embroidered pillow cases 2 plain pillow cases 1 flat sheet","Farashat - Duvet set - White / King, Cream / King: Dreamy and sweet, the Farashat Duvet Set features beautiful golden butterflies on soft 100% cotton fabric. Enjoy a restful sleep surrounded by the exquisitely detailed butterflies and feel pampered by the breathable and comfortable fabric. Set consists of: 1 embroidered duvet cover 2 embroidered pillow cases 2 plain pillow cases 1 flat sheet"
Farashat - Guest Towel Set,"White, Cream",480.0,farashat-guest-towel-set,"47052814745891, 47067664351523",True,"672b95cb63556, 672b95ca8f539",https://hebalinens.com/products/farashat-guest-towel-set,2026/02/01 03:59:16 PM,Introducing Farashat's luxurious guest towel set. This collection of terry towels is made of 100% cotton for ultimate softness and comfort. Wrap yourself in its goodness and feel the coziness with every touch of these sumptuous towels. Experience the luxury of Farashat today.  Guest Towel Set consists of: 3face towels,"Farashat - Guest Towel Set - White, Cream: Introducing Farashat's luxurious guest towel set. This collection of terry towels is made of 100% cotton for ultimate softness and comfort. Wrap yourself in its goodness and feel the coziness with every touch of these sumptuous towels. Experience the luxury of Farashat today.  Guest Towel Set consists of: 3face towels"
Farashat - Sheet set,"White / King, Cream / King",5495.0,farashat-sheet-6pcs,"45686354379043, 45686354411811",True,"672b95ce0ae57, 672b95cd26f79",https://hebalinens.com/products/farashat-sheet-6pcs,2026/02/01 03:59:14 PM,"Add a touch of elegance to your bedroom with the Farashat sheet set, featuring delicate golden butterflies embroidered on cotton fabric. This set will help you drift off to a blissful sleep every night. Set consists of: 1 embroidered top sheet 2 embroidered pillow cases 2 plain pillow cases 1 flat sheet","Farashat - Sheet set - White / King, Cream / King: Add a touch of elegance to your bedroom with the Farashat sheet set, featuring delicate golden butterflies embroidered on cotton fabric. This set will help you drift off to a blissful sleep every night. Set consists of: 1 embroidered top sheet 2 embroidered pillow cases 2 plain pillow cases 1 flat sheet"
Farashat - Towel Set,"White, Cream",1795.0,farashat-towels-set-3pcs,"45686430630179, 45686430662947",False,"672b95cedc178, 672b95ce287db",https://hebalinens.com/products/farashat-towels-set-3pcs,2026/02/01 03:59:17 PM,"Wrap yourself in luxury with Farashat's exquisite towel set! Made with 100% cotton, each towel in this sumptuous set features beautiful golden butterfly embroidery. Soft yet absorbent, these towels will bring an air of sophistication to your home. Set consists of 1 Bath towel 2 Hand towels","Farashat - Towel Set - White, Cream: Wrap yourself in luxury with Farashat's exquisite towel set! Made with 100% cotton, each towel in this sumptuous set features beautiful golden butterfly embroidery. Soft yet absorbent, these towels will bring an air of sophistication to your home. Set consists of 1 Bath towel 2 Hand towels"
Feather - Bath Mat Set,White x Khaki,2395.0,feather-bath-mat-set,46636062179619,True,672b95cf40c02,https://hebalinens.com/products/feather-bath-mat-set,2026/02/01 03:59:05 PM,"Give your bathroom a boho chic look with Feather - Bath Mat Set. Our soft, cotton mats are padded for maximum comfort and feature beautiful embroidered feathers that will bring a touch of elegance to every step. Set consists of: 2 rectangular bath mats","Feather - Bath Mat Set - White x Khaki: Give your bathroom a boho chic look with Feather - Bath Mat Set. Our soft, cotton mats are padded for maximum comfort and feature beautiful embroidered feathers that will bring a touch of elegance to every step. Set consists of: 2 rectangular bath mats"
Feather - Duvet Set,King / White x Khaki,6995.0,feather-duvet-set,46635995726115,True,672b95cfea410,https://hebalinens.com/products/feather-duvet-set,2026/02/01 03:59:19 PM,"Experience comfort with our Feather Duvet Set: breathable cotton, delicately embroidered with boho chic feathers. Drift off to dreamland in style and comfort for a blissful night of sleep. Set consists of: 1 embroidered duvet cover 2 embroidered pillow cases 2 plain pillow cases 1 flat sheet","Feather - Duvet Set - King / White x Khaki: Experience comfort with our Feather Duvet Set: breathable cotton, delicately embroidered with boho chic feathers. Drift off to dreamland in style and comfort for a blissful night of sleep. Set consists of: 1 embroidered duvet cover 2 embroidered pillow cases 2 plain pillow cases 1 flat sheet"
Feather - Guest Towel Set,White x Khaki,480.0,feather-guest-set,46636111298851,False,672b95d20c168,https://hebalinens.com/products/feather-guest-set,2026/02/01 03:59:11 PM,"Introducing the Feather - Guest Set - cotton face towels embroidered with beautiful boho chic feathers. Feel the softness, elegance, and luxury of these stunning towels. Perfect for your guests and sure to create a lasting impression! Set consists of: 3face towels","Feather - Guest Towel Set - White x Khaki: Introducing the Feather - Guest Set - cotton face towels embroidered with beautiful boho chic feathers. Feel the softness, elegance, and luxury of these stunning towels. Perfect for your guests and sure to create a lasting impression! Set consists of: 3face towels"
Flow - Towel Set,"White, Grey",2195.0,flow-towels-set,"46867430703395, 46867430768931",False,"672b95f9ce279, 672b95f9218be",https://hebalinens.com/products/flow-towels-set,2026/02/01 03:58:01 PM,Experience the best of both worlds—the luxurious softness of 100% cotton and the elegant elegance of a simple classical embroidery—with our Flow - Towel Set. Reinvigorate yourself after a shower and feel an entirely new kind of comfort. Set consists of 1 Bath towel 2 Hand towels,"Flow - Towel Set - White, Grey: Experience the best of both worlds—the luxurious softness of 100% cotton and the elegant elegance of a simple classical embroidery—with our Flow - Towel Set. Reinvigorate yourself after a shower and feel an entirely new kind of comfort. Set consists of 1 Bath towel 2 Hand towels"
Paradise - Towel Set,White,2395.0,paradise-towel-set,46634747429155,True,672b9751155c8,https://hebalinens.com/products/paradise-towel-set,2026/02/01 03:58:11 PM,"Indulge in the soft luxurious feel of Paradise towels! Made from premium cotton and embroidered with an eye-catching garden-inspired design, these beautiful towels are perfect for both everyday use and special occasions. Step into luxurious comfort and add a touch of paradise to your bathroom. Set consists of 1 Bath towel 2 Hand towels","Paradise - Towel Set - White: Indulge in the soft luxurious feel of Paradise towels! Made from premium cotton and embroidered with an eye-catching garden-inspired design, these beautiful towels are perfect for both everyday use and special occasions. Step into luxurious comfort and add a touch of paradise to your bathroom. Set consists of 1 Bath towel 2 Hand towels"
Stone - Towel Set,"White, Silver",1995.0,stone-towel-set-3pcs,"45689367494947, 45704144355619",False,"672b97845fb7e, 672b9783ab949",https://hebalinens.com/products/stone-towel-set-3pcs,2026/02/01 03:58:24 PM,"Add a modern touch with this beautiful Stone - Towel Set. Top-of-the-line cotton towels embroidered with eye-catching geometric patterns. Durable and soft, these towels will keep you comfortable while elevating your home's style. Set consists of 1 Bath towel 2 Hand towels","Stone - Towel Set - White, Silver: Add a modern touch with this beautiful Stone - Towel Set. Top-of-the-line cotton towels embroidered with eye-catching geometric patterns. Durable and soft, these towels will keep you comfortable while elevating your home's style. Set consists of 1 Bath towel 2 Hand towels"
