Product,Description,Price,Variant,Variant ID,SKU,Inventory Management,Handle,Availability,Product URL,Scraped at,Hollistic Description
CRUZ Sweatshirt,"Stay cozy and stylish this season with our CRUZ Sweatshirt. Made with premium quality fabric, this sweatshirt is perfect for everyday wear. It is available in two classic colors, Piege and Black, and comes in sizes 10 to 16. Elevate your casual look and add this versatile sweatshirt to your wardrobe today!",520.0,"Black / 10, Piege / 10, Black / 12, Piege / 12, Black / 14, Piege / 14, Black / 16, Piege / 16","42905306333393, 42905306366161, 42905306398929, 42905306431697, 42905306464465, 42905306497233, 42905306530001, 42905306562769",292856-W25-B1170,shopify,cruz-sweatshirt,True,https://www.ninoskids.com/en/products/cruz-sweatshirt,2026/02/23 02:12:02 PM,"CRUZ Sweatshirt - Black / 10, Piege / 10, Black / 12, Piege / 12, Black / 14, Piege / 14, Black / 16, Piege / 16: Stay cozy and stylish this season with our CRUZ Sweatshirt. Made with premium quality fabric, this sweatshirt is perfect for everyday wear. It is available in two classic colors, Piege and Black, and comes in sizes 10 to 16. Elevate your casual look and add this versatile sweatshirt to your wardrobe today!"
California Kitty T-shirt,"Introducing our California Kitty T-shirt, a must-have for any cat lover! Made from soft and comfortable fabric, this off-white t-shirt features an adorable kitty design with a California twist. Available in sizes 2, 3, 4, 5, 6, and 8, this t-shirt is perfect for kids of all ages. Get yours today and show off your love for cats and the Golden State!",239.2,"Off-White / 2, Off-White / 3, Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 8","42834095014097, 42834095046865, 42834095079633, 42834095112401, 42834095145169, 42834095177937",298548-W25-WN25G33,shopify,california-kitty-t-shirt,True,https://www.ninoskids.com/en/products/california-kitty-t-shirt,2026/02/23 02:10:17 PM,"California Kitty T-shirt - Off-White / 2, Off-White / 3, Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 8: Introducing our California Kitty T-shirt, a must-have for any cat lover! Made from soft and comfortable fabric, this off-white t-shirt features an adorable kitty design with a California twist. Available in sizes 2, 3, 4, 5, 6, and 8, this t-shirt is perfect for kids of all ages. Get yours today and show off your love for cats and the Golden State!"
California Sweatshirt,"Stay cozy and stylish in our California Sweatshirt. Made with soft and comfortable fabric, this sweatshirt features a bold ""California"" graphic, perfect for showing off your love for the Golden State. Available in green and black, and in sizes 2-10, this sweatshirt is a must-have for any casual wardrobe. Get yours today and represent California in style!",600.0,"Black / 2, Black / 4, Black / 6, Black / 8, Black / 10","42898517622993, 42898517655761, 42898517688529, 42898517721297, 42898517754065",146378-W25-21183,shopify,california-sweatshirt-1,True,https://www.ninoskids.com/en/products/california-sweatshirt-1,2026/02/23 02:10:13 PM,"California Sweatshirt - Black / 2, Black / 4, Black / 6, Black / 8, Black / 10: Stay cozy and stylish in our California Sweatshirt. Made with soft and comfortable fabric, this sweatshirt features a bold ""California"" graphic, perfect for showing off your love for the Golden State. Available in green and black, and in sizes 2-10, this sweatshirt is a must-have for any casual wardrobe. Get yours today and represent California in style!"
California Sweatshirt,"Stay cozy and stylish in this California sweatshirt. Made with soft and comfortable fabric, it features a classic off-white color that pairs well with any outfit. Available in sizes 2-8, this sweatshirt is perfect for all ages and is a must-have addition to your wardrobe. Show off your love for the Golden State with this trendy sweatshirt.",449.0,"Off-White / 2, Off-White / 3, Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 8","42966539567313, 42966539600081, 42966539632849, 42966539665617, 42966539698385, 42966539731153",487-W25-WN25G97,shopify,california-sweatshirt-2,True,https://www.ninoskids.com/en/products/california-sweatshirt-2,2026/02/23 02:10:12 PM,"California Sweatshirt - Off-White / 2, Off-White / 3, Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 8: Stay cozy and stylish in this California sweatshirt. Made with soft and comfortable fabric, it features a classic off-white color that pairs well with any outfit. Available in sizes 2-8, this sweatshirt is perfect for all ages and is a must-have addition to your wardrobe. Show off your love for the Golden State with this trendy sweatshirt."
Candy Sweatshirt,"Introducing our adorable Candy Sweatshirt, perfect for keeping your little one warm and stylish! This sweatshirt comes in a beautiful off-white color, making it easy to match with any outfit. Available in sizes 6-9M, 9-12M, 12-18M, and 18-24M, this versatile piece is a must-have for any baby's wardrobe. Made with soft and comfortable material, your little one will love wearing this cozy sweatshirt all day long.",399.0,"Off-White / 6-9M, Off-White / 9-12M, Off-White / 12-18M, Off-White / 18-24M","42964462207185, 42964462239953, 42964462272721, 42964462305489",487-W25-WN25B102,shopify,candy-sweatshirt,True,https://www.ninoskids.com/en/products/candy-sweatshirt,2026/02/23 02:10:16 PM,"Candy Sweatshirt - Off-White / 6-9M, Off-White / 9-12M, Off-White / 12-18M, Off-White / 18-24M: Introducing our adorable Candy Sweatshirt, perfect for keeping your little one warm and stylish! This sweatshirt comes in a beautiful off-white color, making it easy to match with any outfit. Available in sizes 6-9M, 9-12M, 12-18M, and 18-24M, this versatile piece is a must-have for any baby's wardrobe. Made with soft and comfortable material, your little one will love wearing this cozy sweatshirt all day long."
Canpol  Non Spill Cup230m,"The SEA LIFE non-spill cup is equipped with comfortable, wide handles that make it easy to hold the cup in small hands. The colourful prints are sure to encourage the toddler to learn to drink independently. The soft silicone mouthpiece does not irritate the child’s sensitive gums. The cup has a scale that makes it easy to measure liquids accurately. It can be cleaned in the dishwasher and heated in the microwave. Suitable for children from 9 months. Capacity 230 ml.",450.0,Mix Color / Free,42445153108177,414-S22-56/501G,shopify,canpol-non-spill-cup230m,False,https://www.ninoskids.com/en/products/canpol-non-spill-cup230m,2026/02/23 02:10:13 PM,"Canpol  Non Spill Cup230m - Mix Color / Free: The SEA LIFE non-spill cup is equipped with comfortable, wide handles that make it easy to hold the cup in small hands. The colourful prints are sure to encourage the toddler to learn to drink independently. The soft silicone mouthpiece does not irritate the child’s sensitive gums. The cup has a scale that makes it easy to measure liquids accurately. It can be cleaned in the dishwasher and heated in the microwave. Suitable for children from 9 months. Capacity 230 ml."
"Canpol  Non-spill cup ""Forest Friends"" (230 ml.)",الكوب المقاوم للانسكاب مجهز بمقابض مريحة وواسعة تجعل من السهل حمل الكوب في أيدي صغيرة. ستشجع المطبوعات الملونة الأطفال بالتأكيد على تعلم كيفية الشرب بشكل مستقل. لسان حال السيليكون الناعم المانع للانسكاب لا يسبب تهيجًا للثة الطفل الرقيقة ، يحتوي الكوب على مقياس يسهل القياس الدقيق للسوائل. يمكن غسلها في غسالة الصحون وتسخينها في الميكروويف. إنه مصمم للأطفال من سن 9 أشهر فما فوق. السعة 230 مل.,340.0,Mix Color,41290989961425,414-R22-56/502blu,shopify,canpol-non-spill-cup-forest-friends-230-ml,False,https://www.ninoskids.com/en/products/canpol-non-spill-cup-forest-friends-230-ml,2026/02/23 02:10:27 PM,"Canpol  Non-spill cup ""Forest Friends"" (230 ml.) - Mix Color: الكوب المقاوم للانسكاب مجهز بمقابض مريحة وواسعة تجعل من السهل حمل الكوب في أيدي صغيرة. ستشجع المطبوعات الملونة الأطفال بالتأكيد على تعلم كيفية الشرب بشكل مستقل. لسان حال السيليكون الناعم المانع للانسكاب لا يسبب تهيجًا للثة الطفل الرقيقة ، يحتوي الكوب على مقياس يسهل القياس الدقيق للسوائل. يمكن غسلها في غسالة الصحون وتسخينها في الميكروويف. إنه مصمم للأطفال من سن 9 أشهر فما فوق. السعة 230 مل."
Canpol Baby Cup With Hand,"SizeIntroduce your little one to independent drinking with the Canpol Baby Cup With Hand! This cup is designed with a convenient handle for little hands to grip and practice self-feeding. Available in a variety of mix colors, it's perfect for encouraging your child's development while making mealtime fun. Suitable for all ages with its free size, this cup is a must-have for any growing baby.",490.0,Mix Color / Free,41107977634001,414-R22-31/406blu,shopify,canpol-baby-cup-with-hand,True,https://www.ninoskids.com/en/products/canpol-baby-cup-with-hand,2026/02/23 02:10:23 PM,"Canpol Baby Cup With Hand - Mix Color / Free: SizeIntroduce your little one to independent drinking with the Canpol Baby Cup With Hand! This cup is designed with a convenient handle for little hands to grip and practice self-feeding. Available in a variety of mix colors, it's perfect for encouraging your child's development while making mealtime fun. Suitable for all ages with its free size, this cup is a must-have for any growing baby."
Canpol Baby Flask With Straw,زجاجة ملونة عملية مع ماصة سيليكون غير ماصة وبصمة البطيخ العصير مصممة للأطفال الذين تزيد أعمارهم عن 12 شهرًا والذين يعرفون بالفعل كيف يشربون أنفسهم. مثالي للسفر أو المشي. الحجم 400 مل. الزجاجة لا تحتوي على BPA. كوب رياضي مع ثقب قابل للطي. الحجم 400 مل. عزر ملون,320.0,Mix Color,"41290989437137, 41290989568209","414-R22-CB4/102, 414-R22-CB4/102yel",shopify,canpol-baby-flask-with-straw,False,https://www.ninoskids.com/en/products/canpol-baby-flask-with-straw,2026/02/23 02:10:26 PM,Canpol Baby Flask With Straw - Mix Color: زجاجة ملونة عملية مع ماصة سيليكون غير ماصة وبصمة البطيخ العصير مصممة للأطفال الذين تزيد أعمارهم عن 12 شهرًا والذين يعرفون بالفعل كيف يشربون أنفسهم. مثالي للسفر أو المشي. الحجم 400 مل. الزجاجة لا تحتوي على BPA. كوب رياضي مع ثقب قابل للطي. الحجم 400 مل. عزر ملون
Canpol Baby Non Spill Cup 230ML+ 9M Toys,كوب كانبول بيبيز لا انسكاب مثالي لتعليم طفلك أن يشرب بمفرده بسهولة وأمان ، الشفاط مصنوعة من السيليكون الناعم الذي لا يسبب تهيج اللثة والأسنان ، كما أنه يحتوي على غطاء لمنع الانسكاب ، ويدا جانبية من أجل على حمل الطفل بسهولة.,425.0,Mix Color / Free,41258740056273,414-R22-56/502turCB,shopify,canpol-baby-non-spill-cup-230ml-9m-toys,False,https://www.ninoskids.com/en/products/canpol-baby-non-spill-cup-230ml-9m-toys,2026/02/23 02:10:22 PM,Canpol Baby Non Spill Cup 230ML+ 9M Toys - Mix Color / Free: كوب كانبول بيبيز لا انسكاب مثالي لتعليم طفلك أن يشرب بمفرده بسهولة وأمان ، الشفاط مصنوعة من السيليكون الناعم الذي لا يسبب تهيج اللثة والأسنان ، كما أنه يحتوي على غطاء لمنع الانسكاب ، ويدا جانبية من أجل على حمل الطفل بسهولة.
Cargo Gabardine Pants,"""Update your wardrobe with our stylish Cargo Gabardine Pants. Made from high-quality fabric, these pants offer comfort and durability. Available in a classic beige color, they are perfect for any occasion. Choose from a range of sizes, including 8, 9, 10, 11, 12, and 13, for the perfect fit. Elevate your style with these versatile and trendy pants.""",699.0,"Beige / 8, Beige / 9, Beige / 10, Beige / 11, Beige / 12, Beige / 13","42975539429585, 42975539462353, 42975539495121, 42975539527889, 42975539560657, 42975539593425",456-S26-3590/3/L,shopify,cargo-gabardine-pants-41,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-41,2026/02/23 02:10:37 PM,"Cargo Gabardine Pants - Beige / 8, Beige / 9, Beige / 10, Beige / 11, Beige / 12, Beige / 13: ""Update your wardrobe with our stylish Cargo Gabardine Pants. Made from high-quality fabric, these pants offer comfort and durability. Available in a classic beige color, they are perfect for any occasion. Choose from a range of sizes, including 8, 9, 10, 11, 12, and 13, for the perfect fit. Elevate your style with these versatile and trendy pants."""
Cargo Gabardine Pants,",14Introducing our versatile Cargo Gabardine Pants, perfect for any occasion. Made with high-quality gabardine fabric, these pants are durable and comfortable. Available in classic black, they are a timeless addition to your wardrobe. With sizes ranging from 8 to 14, these pants are a must-have for any fashion-forward individual. Upgrade your pants game with our Cargo Gabardine Pants today!",699.0,"Black / 8, Black / 9, Black / 10, Black / 11, Black / 12, Black / 13","42975557910737, 42975557943505, 42975557976273, 42975558009041, 42975558041809, 42975558074577",456-S26-3590/1/L,shopify,cargo-gabardine-pants-46,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-46,2026/02/23 02:10:40 PM,"Cargo Gabardine Pants - Black / 8, Black / 9, Black / 10, Black / 11, Black / 12, Black / 13: ,14Introducing our versatile Cargo Gabardine Pants, perfect for any occasion. Made with high-quality gabardine fabric, these pants are durable and comfortable. Available in classic black, they are a timeless addition to your wardrobe. With sizes ranging from 8 to 14, these pants are a must-have for any fashion-forward individual. Upgrade your pants game with our Cargo Gabardine Pants today!"
Cargo Gabardine Pants,"Introducing our Cargo Gabardine Pants, the perfect addition to your wardrobe. Made with high-quality gabardine fabric, these pants are both comfortable and durable. Available in a stylish beige color, they are versatile and can be dressed up or down. Available in sizes 2-7, you can find the perfect fit for your unique style. Upgrade your pants game with our Cargo Gabardine Pants today!",649.0,"Beige / 2, Beige / 3, Beige / 4, Beige / 5, Beige / 6, Beige / 7","42975538938065, 42975538970833, 42975539003601, 42975539036369, 42975539069137, 42975539101905",456-S26-3590/3/S,shopify,cargo-gabardine-pants-39,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-39,2026/02/23 02:10:32 PM,"Cargo Gabardine Pants - Beige / 2, Beige / 3, Beige / 4, Beige / 5, Beige / 6, Beige / 7: Introducing our Cargo Gabardine Pants, the perfect addition to your wardrobe. Made with high-quality gabardine fabric, these pants are both comfortable and durable. Available in a stylish beige color, they are versatile and can be dressed up or down. Available in sizes 2-7, you can find the perfect fit for your unique style. Upgrade your pants game with our Cargo Gabardine Pants today!"
Cargo Gabardine Pants,"Introducing our new Cargo Gabardine Pants, a must-have addition to your wardrobe. These stylish pants are made from high-quality gabardine fabric, providing both comfort and durability. Available in a sleek grey color, they are perfect for any occasion. Choose from a range of sizes, including 3, 4, 5, 6, and 7, to find your perfect fit. Upgrade your pants collection with our Cargo Gabardine Pants today!",448.0,"Grey / 3, Grey / 4, Grey / 5, Grey / 6, Grey / 7","42549187313873, 42549187346641, 42549187379409, 42549187412177, 42549187444945",419-S25-123163-G,shopify,cargo-gabardine-pants-15,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-15,2026/02/23 02:10:33 PM,"Cargo Gabardine Pants - Grey / 3, Grey / 4, Grey / 5, Grey / 6, Grey / 7: Introducing our new Cargo Gabardine Pants, a must-have addition to your wardrobe. These stylish pants are made from high-quality gabardine fabric, providing both comfort and durability. Available in a sleek grey color, they are perfect for any occasion. Choose from a range of sizes, including 3, 4, 5, 6, and 7, to find your perfect fit. Upgrade your pants collection with our Cargo Gabardine Pants today!"
Cargo Gabardine Pants,"Introducing our new Cargo Gabardine Pants, perfect for adding a touch of utility and style to your wardrobe. Made from high-quality gabardine fabric, these pants are durable and comfortable to wear. Available in a stunning off-white color, they feature cargo pockets on the sides for a trendy and functional look. Sizes range from 6 to 16, making it easy to find the perfect fit. Upgrade your pant game with our Cargo Gabardine Pants.",640.0,"Off-White / 6, Off-White / 8, Off-White / 10, Off-White / 12, Off-White / 14, Off-White / 16","42525702979793, 42525703012561, 42525703045329, 42525703078097, 42525703110865, 42525703143633",205546-S25-SP25B01,shopify,cargo-gabardine-pants-6,False,https://www.ninoskids.com/en/products/cargo-gabardine-pants-6,2026/02/23 02:10:25 PM,"Cargo Gabardine Pants - Off-White / 6, Off-White / 8, Off-White / 10, Off-White / 12, Off-White / 14, Off-White / 16: Introducing our new Cargo Gabardine Pants, perfect for adding a touch of utility and style to your wardrobe. Made from high-quality gabardine fabric, these pants are durable and comfortable to wear. Available in a stunning off-white color, they feature cargo pockets on the sides for a trendy and functional look. Sizes range from 6 to 16, making it easy to find the perfect fit. Upgrade your pant game with our Cargo Gabardine Pants."
Cargo Gabardine Pants,"Introducing our stylish and versatile Cargo Gabardine Pants, perfect for any occasion. Made with high-quality gabardine fabric, these pants are durable and comfortable. Available in a refreshing mint color, they are perfect for adding a pop of color to your wardrobe. Choose from a range of sizes, including 8, 9, 10, 11, 12, and 13, for the perfect fit. Upgrade your pants collection with our Cargo Gabardine Pants today!",699.0,"Mint / 8, Mint / 9, Mint / 10, Mint / 11, Mint / 12, Mint / 13","42975551946961, 42975551979729, 42975552012497, 42975552045265, 42975552078033, 42975552110801",456-S26-3590/2/L,shopify,cargo-gabardine-pants-44,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-44,2026/02/23 02:10:36 PM,"Cargo Gabardine Pants - Mint / 8, Mint / 9, Mint / 10, Mint / 11, Mint / 12, Mint / 13: Introducing our stylish and versatile Cargo Gabardine Pants, perfect for any occasion. Made with high-quality gabardine fabric, these pants are durable and comfortable. Available in a refreshing mint color, they are perfect for adding a pop of color to your wardrobe. Choose from a range of sizes, including 8, 9, 10, 11, 12, and 13, for the perfect fit. Upgrade your pants collection with our Cargo Gabardine Pants today!"
Cargo Gabardine Pants,"Introducing our versatile Cargo Gabardine Pants, a must-have for any wardrobe. Made with durable gabardine fabric, these pants are perfect for everyday wear. Available in a trendy olive color and a range of sizes from 3 to 7, you can find your perfect fit. Stay stylish and comfortable all day long with these stylish Gabardine Pants.",448.0,"Olive / 3, Olive / 4, Olive / 5, Olive / 6, Olive / 7","42532582785233, 42532582818001, 42532582850769, 42532582883537, 42532582916305",419-S25-123163-O,shopify,cargo-gabardine-pants-12,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-12,2026/02/23 02:10:21 PM,"Cargo Gabardine Pants - Olive / 3, Olive / 4, Olive / 5, Olive / 6, Olive / 7: Introducing our versatile Cargo Gabardine Pants, a must-have for any wardrobe. Made with durable gabardine fabric, these pants are perfect for everyday wear. Available in a trendy olive color and a range of sizes from 3 to 7, you can find your perfect fit. Stay stylish and comfortable all day long with these stylish Gabardine Pants."
Cargo Gabardine Pants,"Introducing our versatile Cargo Gabardine Pants, perfect for any occasion! Made from high-quality gabardine material, these pants are durable and comfortable to wear. Available in a refreshing mint color, these pants will add a pop of color to your wardrobe. With sizes ranging from 2 to 7, you can easily find your perfect fit. Upgrade your pants collection with our Cargo Gabardine Pants today!",649.0,"Mint / 2, Mint / 3, Mint / 4, Mint / 5, Mint / 6, Mint / 7","42975537660113, 42975537692881, 42975537725649, 42975537758417, 42975537791185, 42975537823953",456-S26-3590/2/S,shopify,cargo-gabardine-pants-34,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-34,2026/02/23 02:10:32 PM,"Cargo Gabardine Pants - Mint / 2, Mint / 3, Mint / 4, Mint / 5, Mint / 6, Mint / 7: Introducing our versatile Cargo Gabardine Pants, perfect for any occasion! Made from high-quality gabardine material, these pants are durable and comfortable to wear. Available in a refreshing mint color, these pants will add a pop of color to your wardrobe. With sizes ranging from 2 to 7, you can easily find your perfect fit. Upgrade your pants collection with our Cargo Gabardine Pants today!"
Cargo Gabardine Pants,"Introducing our versatile Cargo Gabardine Pants, perfect for any occasion. Made from durable gabardine fabric, these pants are designed to withstand everyday wear. The off-white color adds a touch of sophistication to any outfit. Available in a range of sizes from 4 to 16, these pants are a must-have in every wardrobe. Upgrade your pants game with our Cargo Gabardine Pants today!",640.0,"Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 8, Off-White / 10, Off-White / 12, Off-White / 14, Off-White / 16","42749695328465, 42749695361233, 42749695394001, 42749695426769, 42749695459537, 42749695492305, 42749695525073, 42749695557841",205546-W25-SP25B01-OF,shopify,cargo-gabardine-pants-29,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-29,2026/02/23 02:10:31 PM,"Cargo Gabardine Pants - Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 8, Off-White / 10, Off-White / 12, Off-White / 14, Off-White / 16: Introducing our versatile Cargo Gabardine Pants, perfect for any occasion. Made from durable gabardine fabric, these pants are designed to withstand everyday wear. The off-white color adds a touch of sophistication to any outfit. Available in a range of sizes from 4 to 16, these pants are a must-have in every wardrobe. Upgrade your pants game with our Cargo Gabardine Pants today!"
Cargo Gabardine Pants,"Upgrade your wardrobe with our versatile Cargo Gabardine Pants. Made from high-quality gabardine fabric, these pants are designed for both style and comfort. Available in classic black, these pants come in a range of sizes from 2 to 7, ensuring the perfect fit for every body type. These pants are a must-have for any fashion-forward individual looking for a sleek and practical addition to their collection.",649.0,"Black / 2, Black / 3, Black / 4, Black / 5, Black / 6, Black / 7","42975557353681, 42975557386449, 42975557419217, 42975557451985, 42975557484753, 42975557517521",456-S26-3590/1/S,shopify,cargo-gabardine-pants-45,True,https://www.ninoskids.com/en/products/cargo-gabardine-pants-45,2026/02/23 02:10:34 PM,"Cargo Gabardine Pants - Black / 2, Black / 3, Black / 4, Black / 5, Black / 6, Black / 7: Upgrade your wardrobe with our versatile Cargo Gabardine Pants. Made from high-quality gabardine fabric, these pants are designed for both style and comfort. Available in classic black, these pants come in a range of sizes from 2 to 7, ensuring the perfect fit for every body type. These pants are a must-have for any fashion-forward individual looking for a sleek and practical addition to their collection."
Cargo Gabradine Pants,"Elevate your little one's wardrobe with our stylish Cargo Gabardine Pants. Made from high-quality gabardine fabric, these pants are soft and comfortable for all-day wear. The crisp white color adds a touch of sophistication, while the cargo design adds a trendy twist. Available in various sizes, these pants are perfect for infants and toddlers aged 6 months to 3 years. Upgrade your child's fashion game with these versatile and durable cargo pants.",320.0,"White / 6-12M, White / 12-18M, White / 18-24M, White / 24-30M, White / 30-36M","42371864494289, 42371864625361, 42371864690897, 42371864789201, 42371864854737",426-W24-BB2377,shopify,cargo-gabradine-pants,False,https://www.ninoskids.com/en/products/cargo-gabradine-pants,2026/02/23 02:10:42 PM,"Cargo Gabradine Pants - White / 6-12M, White / 12-18M, White / 18-24M, White / 24-30M, White / 30-36M: Elevate your little one's wardrobe with our stylish Cargo Gabardine Pants. Made from high-quality gabardine fabric, these pants are soft and comfortable for all-day wear. The crisp white color adds a touch of sophistication, while the cargo design adds a trendy twist. Available in various sizes, these pants are perfect for infants and toddlers aged 6 months to 3 years. Upgrade your child's fashion game with these versatile and durable cargo pants."
Cargo Gabradine Pants,"Introducing our newest addition to the Gabardine Pants family - Cargo Gabardine Pants! Made with high-quality gabardine fabric, these pants are both durable and comfortable. Available in a stylish olive color, they come in a variety of sizes from 6-12 months to 30-36 months. Perfect for your little one's wardrobe, these Cargo Gabardine Pants are a must-have for any stylish baby.",320.0,"Olive / 6-12M, Olive / 12-18M, Olive / 18-24M, Olive / 24-30M, Olive / 30-36M","42371963912401, 42371963945169, 42371963977937, 42371964010705, 42371964043473",426-W24-BB2343O,shopify,cargo-gabradine-pants-3,False,https://www.ninoskids.com/en/products/cargo-gabradine-pants-3,2026/02/23 02:10:45 PM,"Cargo Gabradine Pants - Olive / 6-12M, Olive / 12-18M, Olive / 18-24M, Olive / 24-30M, Olive / 30-36M: Introducing our newest addition to the Gabardine Pants family - Cargo Gabardine Pants! Made with high-quality gabardine fabric, these pants are both durable and comfortable. Available in a stylish olive color, they come in a variety of sizes from 6-12 months to 30-36 months. Perfect for your little one's wardrobe, these Cargo Gabardine Pants are a must-have for any stylish baby."
Cargo Gabradine Pants,"Introducing our stylish Cargo Gabardine Pants, perfect for your little one's wardrobe. These jeans pants are made from high-quality gabardine fabric for durability and comfort. Available in a trendy grey color, they come in a range of sizes from 12-36 months. Perfect for any occasion, these pants feature cargo pockets for a cool and functional touch. Upgrade your child's outfit with these versatile and fashionable cargo pants.",320.0,"Grey / 6-12M, Grey / 12-18M, Grey / 18-24M, Grey / 24-30M, Grey / 30-36M","42371985244369, 42371985277137, 42371985309905, 42371985342673, 42371985375441",426-W24-BB2261G,shopify,cargo-gabradine-pants-5,False,https://www.ninoskids.com/en/products/cargo-gabradine-pants-5,2026/02/23 02:10:46 PM,"Cargo Gabradine Pants - Grey / 6-12M, Grey / 12-18M, Grey / 18-24M, Grey / 24-30M, Grey / 30-36M: Introducing our stylish Cargo Gabardine Pants, perfect for your little one's wardrobe. These jeans pants are made from high-quality gabardine fabric for durability and comfort. Available in a trendy grey color, they come in a range of sizes from 12-36 months. Perfect for any occasion, these pants feature cargo pockets for a cool and functional touch. Upgrade your child's outfit with these versatile and fashionable cargo pants."
Cargo Gabradine Pants,"Introducing our versatile and trendy Cargo Gabardine Pants, perfect for your little one's wardrobe. These jeans pants are made from high-quality gabardine fabric, providing both comfort and style. Available in the chic color of Piege, these pants come in a range of sizes from 6-12 months to 30-36 months, making them a must-have for every growing child. Get your hands on these stylish Cargo Gabardine Pants today!",320.0,"Piege / 6-12M, Piege / 12-18M, Piege / 18-24M, Piege / 24-30M, Piege / 30-36M","42371915907281, 42371915940049, 42371915972817, 42371916005585, 42371916038353",426-W24-BB2336,shopify,cargo-gabradine-pants-2,False,https://www.ninoskids.com/en/products/cargo-gabradine-pants-2,2026/02/23 02:10:44 PM,"Cargo Gabradine Pants - Piege / 6-12M, Piege / 12-18M, Piege / 18-24M, Piege / 24-30M, Piege / 30-36M: Introducing our versatile and trendy Cargo Gabardine Pants, perfect for your little one's wardrobe. These jeans pants are made from high-quality gabardine fabric, providing both comfort and style. Available in the chic color of Piege, these pants come in a range of sizes from 6-12 months to 30-36 months, making them a must-have for every growing child. Get your hands on these stylish Cargo Gabardine Pants today!"
Cargo Gabradine Pants,"Introducing the perfect addition to your little one's wardrobe - our Cargo Gabardine Pants! These jeans pants are made of durable, high-quality gabardine material, making them ideal for everyday wear. Available in the classic color of Piege, these pants are a versatile and stylish choice. Choose from a range of sizes including 12-18M, 18-24M, 6-12M, 24-30M, and 30-36M to find the perfect fit for your child. Don't miss out on these must-have cargo pants for your little fashionista!",320.0,"Piege / 6-12M, Piege / 12-18M, Piege / 18-24M, Piege / 24-30M, Piege / 30-36M","42371989930193, 42371989962961, 42371989995729, 42371990028497, 42371990061265",426-W24-BB2261P,shopify,cargo-gabradine-pants-6,False,https://www.ninoskids.com/en/products/cargo-gabradine-pants-6,2026/02/23 02:10:43 PM,"Cargo Gabradine Pants - Piege / 6-12M, Piege / 12-18M, Piege / 18-24M, Piege / 24-30M, Piege / 30-36M: Introducing the perfect addition to your little one's wardrobe - our Cargo Gabardine Pants! These jeans pants are made of durable, high-quality gabardine material, making them ideal for everyday wear. Available in the classic color of Piege, these pants are a versatile and stylish choice. Choose from a range of sizes including 12-18M, 18-24M, 6-12M, 24-30M, and 30-36M to find the perfect fit for your child. Don't miss out on these must-have cargo pants for your little fashionista!"
Cargo Jeans Pant,"Introducing our new Cargo Jeans Pants, a must-have addition to your wardrobe. These stylish jeans come in classic black, making them versatile for any outfit. Available in sizes 8-14, these pants offer a comfortable and flattering fit for all body types. Elevate your style game with these Cargo Jeans Pants.",550.0,"Black / 8, Black / 9, Black / 10, Black / 11, Black / 12, Black / 14","42884220813521, 42884220846289, 42884220879057, 42884220911825, 42884220944593, 42884220977361",54837-W25-7126B/B,shopify,cargo-jeans-pant-11,False,https://www.ninoskids.com/en/products/cargo-jeans-pant-11,2026/02/23 02:10:44 PM,"Cargo Jeans Pant - Black / 8, Black / 9, Black / 10, Black / 11, Black / 12, Black / 14: Introducing our new Cargo Jeans Pants, a must-have addition to your wardrobe. These stylish jeans come in classic black, making them versatile for any outfit. Available in sizes 8-14, these pants offer a comfortable and flattering fit for all body types. Elevate your style game with these Cargo Jeans Pants."
Cargo Jeans Pant,"Introducing our new Cargo Jeans Pants, perfect for any casual occasion. Made with durable denim material, these pants feature a stylish medium blue color that pairs well with any top. Available in sizes 2-7, these jeans offer a comfortable and flattering fit for all body types. Add a touch of functionality to your wardrobe with our Cargo Jeans Pants.",525.0,"Medium Blue / 2, Medium Blue / 3, Medium Blue / 4, Medium Blue / 5, Medium Blue / 6, Medium Blue / 7","42886425641169, 42886425673937, 42886425706705, 42886425739473, 42886425772241, 42886425805009",54837-W25-7126A/M,shopify,cargo-jeans-pant-14,True,https://www.ninoskids.com/en/products/cargo-jeans-pant-14,2026/02/23 02:10:50 PM,"Cargo Jeans Pant - Medium Blue / 2, Medium Blue / 3, Medium Blue / 4, Medium Blue / 5, Medium Blue / 6, Medium Blue / 7: Introducing our new Cargo Jeans Pants, perfect for any casual occasion. Made with durable denim material, these pants feature a stylish medium blue color that pairs well with any top. Available in sizes 2-7, these jeans offer a comfortable and flattering fit for all body types. Add a touch of functionality to your wardrobe with our Cargo Jeans Pants."
