Availability,Color,Description,Handle,Inventory Management,Price,Product,Product URL,SKU,Scraped at,Size,Style,Variant,Variant ID,Weight,size
True,baby blue,"Soft touch lounge wear
-Shirt
-Shorts",bubbles-lounge-wear-set-with-shorts,,2280.0,Bubbles Lounge wear Set with shorts,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,,2026/02/11 04:41:41 PM,Small,,baby blue / Small,43266777678018,0,
True,baby blue,"Soft touch lounge wear
-Shirt
-Shorts",bubbles-lounge-wear-set-with-shorts,,2280.0,Bubbles Lounge wear Set with shorts,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,,2026/02/11 04:41:41 PM,Medium,,baby blue / Medium,43266777710786,0,
True,baby blue,"Soft touch lounge wear
-Shirt
-Shorts",bubbles-lounge-wear-set-with-shorts,,2280.0,Bubbles Lounge wear Set with shorts,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,,2026/02/11 04:41:41 PM,Large,,baby blue / Large,43266777743554,0,
True,Lilac,"Soft touch lounge wear
-Shirt
-Shorts",bubbles-lounge-wear-set-with-shorts,,2280.0,Bubbles Lounge wear Set with shorts,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,,2026/02/11 04:41:41 PM,Small,,Lilac / Small,43266777809090,0,
True,Lilac,"Soft touch lounge wear
-Shirt
-Shorts",bubbles-lounge-wear-set-with-shorts,,2280.0,Bubbles Lounge wear Set with shorts,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,,2026/02/11 04:41:41 PM,Medium,,Lilac / Medium,43266777841858,0,
True,Lilac,"Soft touch lounge wear
-Shirt
-Shorts",bubbles-lounge-wear-set-with-shorts,,2280.0,Bubbles Lounge wear Set with shorts,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,,2026/02/11 04:41:41 PM,Large,,Lilac / Large,43266777874626,0,
True,white,1 piece linenlounge wear :-,bubbles-dress,,2680.0,Bubbles dress,https://eg.lilly-home.com//products/bubbles-dress,,2026/02/11 04:41:43 PM,One Size,,One Size / white,44556089524418,0,
True,coal,1 piece linenlounge wear :-,bubbles-dress,,2680.0,Bubbles dress,https://eg.lilly-home.com//products/bubbles-dress,,2026/02/11 04:41:43 PM,One Size,,One Size / coal,44620389286082,0,
True,Brown,1 piece linenlounge wear :-,bubbles-dress,,2680.0,Bubbles dress,https://eg.lilly-home.com//products/bubbles-dress,,2026/02/11 04:41:43 PM,One Size,,One Size / Brown,44620389318850,0,
True,Beige,1 piece linenlounge wear :-,bubbles-dress,,2680.0,Bubbles dress,https://eg.lilly-home.com//products/bubbles-dress,,2026/02/11 04:41:43 PM,One Size,,One Size / Beige,44620389351618,0,
True,Black,1 piece linenlounge wear :-,bubbles-dress,,2680.0,Bubbles dress,https://eg.lilly-home.com//products/bubbles-dress,,2026/02/11 04:41:43 PM,One Size,,One Size / Black,44620389384386,0,
True,White,"Soft touch lounge wear
-Shirt
-Pants",bubbles-lounge-wear-set,,2280.0,Bubbles Lounge wear Set,https://eg.lilly-home.com//products/bubbles-lounge-wear-set,,2026/02/11 04:41:44 PM,Small,,White / Small,43266775843010,0,
True,White,"Soft touch lounge wear
-Shirt
-Pants",bubbles-lounge-wear-set,,2280.0,Bubbles Lounge wear Set,https://eg.lilly-home.com//products/bubbles-lounge-wear-set,,2026/02/11 04:41:44 PM,Medium,,White / Medium,43266775875778,0,
True,White,"Soft touch lounge wear
-Shirt
-Pants",bubbles-lounge-wear-set,,2280.0,Bubbles Lounge wear Set,https://eg.lilly-home.com//products/bubbles-lounge-wear-set,,2026/02/11 04:41:44 PM,Large,,White / Large,43266775908546,0,
True,off white,"A 100% Egyptian cotton
Soft feel BedSpread",bubbles-leaves-2-color-beadspread,,3480.0,Bubble Leaves 2 Color Bedspread,https://eg.lilly-home.com//products/bubbles-leaves-2-color-beadspread,,2026/02/11 04:41:45 PM,270 * 250,,270 * 250 / off white,43269444403394,2000,
True,beige,"A 100% Egyptian cotton
Soft feel BedSpread",bubbles-leaves-2-color-beadspread,,3480.0,Bubble Leaves 2 Color Bedspread,https://eg.lilly-home.com//products/bubbles-leaves-2-color-beadspread,,2026/02/11 04:41:45 PM,270 * 250,,270 * 250 / beige,43269444468930,2000,
True,aqua,"A 100% Egyptian cotton
Soft feel BedSpread",bubbles-leaves-2-color-beadspread,,3480.0,Bubble Leaves 2 Color Bedspread,https://eg.lilly-home.com//products/bubbles-leaves-2-color-beadspread,,2026/02/11 04:41:45 PM,270 * 250,,270 * 250 / aqua,43269444534466,2000,
True,grey,"A 100% Egyptian cotton
Soft feel BedSpread",bubbles-leaves-2-color-beadspread,,3480.0,Bubble Leaves 2 Color Bedspread,https://eg.lilly-home.com//products/bubbles-leaves-2-color-beadspread,,2026/02/11 04:41:45 PM,270 * 250,,270 * 250 / grey,43269444567234,2000,
True,cafè,"A 100% Egyptian cotton
Soft feel BedSpread",bubbles-leaves-2-color-beadspread,,3480.0,Bubble Leaves 2 Color Bedspread,https://eg.lilly-home.com//products/bubbles-leaves-2-color-beadspread,,2026/02/11 04:41:45 PM,270 * 250,,270 * 250 / cafè,44363497373890,2000,
True,white,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,white,41801245327554,0,
True,off White,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,off White,41081675317442,0,
True,Aqua,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,Aqua,41081674989762,0,
True,cafe,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,cafe,41456266543298,0,
True,Beige,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,Beige,41081675022530,0,
True,choco,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,choco,41801245360322,0,
True,Grey,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,Grey,41081675186370,0,
True,black,"A one piece 100% Egyptian cotton bedspread
250 x 270 cm",bubbles-coverlet-bedspread,,2680.0,Bubbles Coverlet Bedspread,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,,2026/02/11 04:41:47 PM,,,black,41456266510530,0,
False,Off-White,Feel the softness and coziness of our knitted jacket cape,cape-jacket-with-black-frame,shopify,1780.0,Cape jacket with black frame,https://eg.lilly-home.com//products/cape-jacket-with-black-frame,,2026/02/11 04:41:49 PM,Free Size,,Free Size / Off-White,44834487894210,0,
True,Black,Feel the softness and coziness of our knitted jacket cape,cape-jacket-with-black-frame,shopify,1780.0,Cape jacket with black frame,https://eg.lilly-home.com//products/cape-jacket-with-black-frame,,2026/02/11 04:41:49 PM,Free Size,,Free Size / Black,44836138025154,0,
True,white,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs-1,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs-1,,2026/02/11 04:41:50 PM,,,white,42780866969794,1350,
True,beige,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs-1,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs-1,,2026/02/11 04:41:50 PM,,,beige,42780867002562,1350,
True,silver,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs-1,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs-1,,2026/02/11 04:41:50 PM,,,silver,42780867035330,1350,
True,cafe,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs-1,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs-1,,2026/02/11 04:41:50 PM,,,cafe,42780867068098,1350,
True,grey,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs-1,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs-1,,2026/02/11 04:41:50 PM,,,grey,42780867100866,1350,
True,aqua,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs-1,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs-1,,2026/02/11 04:41:50 PM,,,aqua,42780867133634,1350,
True,Grey,Feel the softness and coziness of our knitted  zipper cape.,cape-zipper-jacket,,1890.0,Cape zipper jacket,https://eg.lilly-home.com//products/cape-zipper-jacket,,2026/02/11 04:41:52 PM,S/M,,S/M / Grey,44834487435458,0,
True,Off-white,Feel the softness and coziness of our knitted  zipper cape.,cape-zipper-jacket,,1890.0,Cape zipper jacket,https://eg.lilly-home.com//products/cape-zipper-jacket,,2026/02/11 04:41:52 PM,S/M,,S/M / Off-white,44836137959618,0,
True,Dark grey,Feel the softness and coziness of our knitted  zipper cape.,cape-zipper-jacket,,1890.0,Cape zipper jacket,https://eg.lilly-home.com//products/cape-zipper-jacket,,2026/02/11 04:41:52 PM,S/M,,S/M / Dark grey,44836137992386,0,
True,Grey,Feel the softness and coziness of our knitted  zipper cape.,cape-zipper-jacket,,1890.0,Cape zipper jacket,https://eg.lilly-home.com//products/cape-zipper-jacket,,2026/02/11 04:41:52 PM,M/L,,M/L / Grey,44845256376514,0,
True,Off-white,Feel the softness and coziness of our knitted  zipper cape.,cape-zipper-jacket,,1890.0,Cape zipper jacket,https://eg.lilly-home.com//products/cape-zipper-jacket,,2026/02/11 04:41:52 PM,M/L,,M/L / Off-white,44845256409282,0,
True,Dark grey,Feel the softness and coziness of our knitted  zipper cape.,cape-zipper-jacket,,1890.0,Cape zipper jacket,https://eg.lilly-home.com//products/cape-zipper-jacket,,2026/02/11 04:41:52 PM,M/L,,M/L / Dark grey,44845256442050,0,
True,Butter-Yellow,"Soft cotton Butter Yellow top
Timeless comfort, effortless style",butter-yellow-top,shopify,1950.0,Butter Yellow Top,https://eg.lilly-home.com//products/butter-yellow-top,,2026/02/11 04:41:53 PM,S,,S / Butter-Yellow,45379018555586,0,
False,Butter-Yellow,"Soft cotton Butter Yellow top
Timeless comfort, effortless style",butter-yellow-top,shopify,1950.0,Butter Yellow Top,https://eg.lilly-home.com//products/butter-yellow-top,,2026/02/11 04:41:53 PM,M,,M / Butter-Yellow,45387589583042,0,
False,Butter-Yellow,"Soft cotton Butter Yellow top
Timeless comfort, effortless style",butter-yellow-top,shopify,1950.0,Butter Yellow Top,https://eg.lilly-home.com//products/butter-yellow-top,,2026/02/11 04:41:53 PM,L,,L / Butter-Yellow,45387589615810,0,
True,white,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs,,2026/02/11 04:41:55 PM,,,white,42780862382274,1350,
True,beige,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs,,2026/02/11 04:41:55 PM,,,beige,42780862415042,1350,
True,silver,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs,,2026/02/11 04:41:55 PM,,,silver,42780862447810,1350,
True,cafe,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs,,2026/02/11 04:41:55 PM,,,cafe,42780862480578,1350,
True,grey,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs,,2026/02/11 04:41:55 PM,,,grey,42780862513346,1350,
True,aqua,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",circular-leaves-towel-set-6-pcs,,1880.0,Circular Leaves Towel set (3 pcs),https://eg.lilly-home.com//products/circular-leaves-towel-set-6-pcs,,2026/02/11 04:41:55 PM,,,aqua,42780862546114,1350,
True,White,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,White,41075087409346,0,
True,off white,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,off white,41792515735746,0,
True,beige,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,beige,41792515768514,0,
True,cafe,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,cafe,41792515801282,0,
True,choco,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,choco,41792515834050,0,
True,aqua,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,aqua,41792515866818,0,
True,grey,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,grey,41792515899586,0,
True,Green,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,Green,42040869781698,0,
True,Baby Blue,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,Baby Blue,42040869814466,0,
True,Lilac,A one piece 100% cotton bedspread,circle-coverlet-bedspread-1,,2180.0,Circle Coverlet Bedspread,https://eg.lilly-home.com//products/circle-coverlet-bedspread-1,,2026/02/11 04:41:56 PM,,,Lilac,42040869847234,0,
False,White,Feel the softness and coziness of our knitted cape.,cape-coat-with-scarf,shopify,1890.0,Cape coat with scarf,https://eg.lilly-home.com//products/cape-coat-with-scarf,,2026/02/11 04:41:57 PM,Free Size,,Free Size / White,44834484486338,0,
False,Grey,Feel the softness and coziness of our knitted cape.,cape-coat-with-scarf,shopify,1890.0,Cape coat with scarf,https://eg.lilly-home.com//products/cape-coat-with-scarf,,2026/02/11 04:41:57 PM,Free Size,,Free Size / Grey,44834484519106,0,
False,Black,Feel the softness and coziness of our knitted cape.,cape-coat-with-scarf,shopify,1890.0,Cape coat with scarf,https://eg.lilly-home.com//products/cape-coat-with-scarf,,2026/02/11 04:41:57 PM,Free Size,,Free Size / Black,44836137795778,0,
True,White x Grey,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",crochet-duvet-cover-set-3pcs,,5620.0,Crochet Duvet cover Set (3pcs),https://eg.lilly-home.com//products/crochet-duvet-cover-set-3pcs,,2026/02/11 04:41:59 PM,king,,king / White x Grey,46613356609730,2000,
True,White x Grey,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",crochet-duvet-cover-set-3pcs,,5420.0,Crochet Duvet cover Set (3pcs),https://eg.lilly-home.com//products/crochet-duvet-cover-set-3pcs,,2026/02/11 04:41:59 PM,queen,,queen / White x Grey,46613356675266,2000,
True,grey,"A 100% pure Linen Quilt
Linen Quilt Set consists of:
1 Linen Quilt
2 Cushions
2 Pillow Cases (70x50 cm)
",cross-linen-quilt-set,,8800.0,Cross Linen Quilt Set,https://eg.lilly-home.com//products/cross-linen-quilt-set,,2026/02/11 04:42:01 PM,Superking/ king (250x270) cm,,grey / Superking/ king (250x270) cm,42780491317442,4200,
True,beige,"A 100% pure Linen Quilt
Linen Quilt Set consists of:
1 Linen Quilt
2 Cushions
2 Pillow Cases (70x50 cm)
",cross-linen-quilt-set,,8800.0,Cross Linen Quilt Set,https://eg.lilly-home.com//products/cross-linen-quilt-set,,2026/02/11 04:42:01 PM,Superking/ king (250x270) cm,,beige / Superking/ king (250x270) cm,42780491350210,4200,
True,aqua,"A 100% pure Linen Quilt
Linen Quilt Set consists of:
1 Linen Quilt
2 Cushions
2 Pillow Cases (70x50 cm)
",cross-linen-quilt-set,,8800.0,Cross Linen Quilt Set,https://eg.lilly-home.com//products/cross-linen-quilt-set,,2026/02/11 04:42:01 PM,Superking/ king (250x270) cm,,aqua / Superking/ king (250x270) cm,42780491382978,4200,
True,white,A  3 piece400 thread count 100% egyptian cottonset that consists of :,corniche-duvet-cover-set-3pcs,,4620.0,corniche duvet cover Set (3pcs),https://eg.lilly-home.com//products/corniche-duvet-cover-set-3pcs,,2026/02/11 04:42:02 PM,king,,king / white,43269650317506,2000,
True,white,A  3 piece400 thread count 100% egyptian cottonset that consists of :,corniche-duvet-cover-set-3pcs,,4620.0,corniche duvet cover Set (3pcs),https://eg.lilly-home.com//products/corniche-duvet-cover-set-3pcs,,2026/02/11 04:42:02 PM,queen,,queen / white,43269650383042,2000,
True,white,"A 100% Egyptian cotton
400 Thread count fine embroidered duvet set consists of :
1 embroidered duvet cover
2 embroidered pillow cases
",crab-feston-duvet-cover,,4620.0,Crab Feston Duvet cover,https://eg.lilly-home.com//products/crab-feston-duvet-cover,,2026/02/11 04:42:04 PM,Superking (260x240),,Superking (260x240) / white,45398098215106,2000,
True,white,"A 100% Egyptian cotton
400 Thread count fine embroidered duvet set consists of :
1 embroidered duvet cover
2 embroidered pillow cases
",crab-feston-duvet-cover,,4620.0,Crab Feston Duvet cover,https://eg.lilly-home.com//products/crab-feston-duvet-cover,,2026/02/11 04:42:04 PM,king (240x220),,king (240x220) / white,45398098247874,2000,
True,white,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-squares-duvet-cover-set-3pcs,,4620.0,Dantel squares Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-squares-duvet-cover-set-3pcs,,2026/02/11 04:42:06 PM,king,,king / white,43791319990466,2000,
True,brown,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-squares-duvet-cover-set-3pcs,,4620.0,Dantel squares Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-squares-duvet-cover-set-3pcs,,2026/02/11 04:42:06 PM,king,,king / brown,43791320023234,2000,
True,white,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-squares-duvet-cover-set-3pcs,,4620.0,Dantel squares Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-squares-duvet-cover-set-3pcs,,2026/02/11 04:42:06 PM,queen,,queen / white,43791320056002,2000,
True,brown,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-squares-duvet-cover-set-3pcs,,4620.0,Dantel squares Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-squares-duvet-cover-set-3pcs,,2026/02/11 04:42:06 PM,queen,,queen / brown,43791320088770,2000,
True,white,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-duvet-cover-set-3pcs,,4620.0,Dantel Dots Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-duvet-cover-set-3pcs,,2026/02/11 04:42:07 PM,king,,king / white,43791295217858,2000,
True,brown,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-duvet-cover-set-3pcs,,4620.0,Dantel Dots Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-duvet-cover-set-3pcs,,2026/02/11 04:42:07 PM,king,,king / brown,43791295250626,2000,
True,white,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-duvet-cover-set-3pcs,,4620.0,Dantel Dots Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-duvet-cover-set-3pcs,,2026/02/11 04:42:07 PM,queen,,queen / white,43791295283394,2000,
True,brown,"
A  3 piece400 thread count 100% egyptian cottonset that consists of :",dantel-duvet-cover-set-3pcs,,4620.0,Dantel Dots Duvet cover Set (3pcs),https://eg.lilly-home.com//products/dantel-duvet-cover-set-3pcs,,2026/02/11 04:42:07 PM,queen,,queen / brown,43791295316162,2000,
True,beige,"A 100% Egyptian cotton
Soft feel BedSpread",degrade-bubbles-bedspread,,2880.0,Degrade Bubbles Bedspread,https://eg.lilly-home.com//products/degrade-bubbles-bedspread,,2026/02/11 04:42:10 PM,King,,King / beige,44613413142722,2000,
True,brown,"A 100% Egyptian cotton
Soft feel BedSpread",degrade-bubbles-bedspread,,2880.0,Degrade Bubbles Bedspread,https://eg.lilly-home.com//products/degrade-bubbles-bedspread,,2026/02/11 04:42:10 PM,King,,King / brown,44613413175490,2000,
True,Cafe,"A 100% Egyptian cotton
Soft feel BedSpread",dots-bedspread-1,,3180.0,Dots Bedspread,https://eg.lilly-home.com//products/dots-bedspread-1,,2026/02/11 04:42:12 PM,270 * 250,,270 * 250 / Cafe,44614548226242,2000,
True,Coal,"A 100% Egyptian cotton
Soft feel BedSpread",dots-bedspread-1,,3180.0,Dots Bedspread,https://eg.lilly-home.com//products/dots-bedspread-1,,2026/02/11 04:42:12 PM,270 * 250,,270 * 250 / Coal,44614548324546,2000,
True,brown,"A 100% Egyptian cotton
Soft feel BedSpread",dots-bedspread-1,,3180.0,Dots Bedspread,https://eg.lilly-home.com//products/dots-bedspread-1,,2026/02/11 04:42:12 PM,270 * 250,,270 * 250 / brown,44845302317250,2000,
True,Cafe,"A 100% Egyptian cotton
Soft feel BedSpread",dots-bedspread-1,,3180.0,Dots Bedspread,https://eg.lilly-home.com//products/dots-bedspread-1,,2026/02/11 04:42:12 PM,240 * 220,,240 * 220 / Cafe,44614548422850,2000,
True,Coal,"A 100% Egyptian cotton
Soft feel BedSpread",dots-bedspread-1,,3180.0,Dots Bedspread,https://eg.lilly-home.com//products/dots-bedspread-1,,2026/02/11 04:42:12 PM,240 * 220,,240 * 220 / Coal,44614548521154,2000,
True,brown,"A 100% Egyptian cotton
Soft feel BedSpread",dots-bedspread-1,,3180.0,Dots Bedspread,https://eg.lilly-home.com//products/dots-bedspread-1,,2026/02/11 04:42:12 PM,240 * 220,,240 * 220 / brown,44845302350018,2000,
True,white,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",dash-towel-set-6-pcs,,1880.0,Dash Towel set (3 pcs),https://eg.lilly-home.com//products/dash-towel-set-6-pcs,,2026/02/11 04:42:13 PM,,,white,42780869755074,1350,
True,silver,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",dash-towel-set-6-pcs,,1880.0,Dash Towel set (3 pcs),https://eg.lilly-home.com//products/dash-towel-set-6-pcs,,2026/02/11 04:42:13 PM,,,silver,42780869787842,1350,
True,grey,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",dash-towel-set-6-pcs,,1880.0,Dash Towel set (3 pcs),https://eg.lilly-home.com//products/dash-towel-set-6-pcs,,2026/02/11 04:42:13 PM,,,grey,42780869820610,1350,
True,white,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",copy-of-circular-leaves-towel-set-6-pcs,,1880.0,Dots Towel set (3 pcs),https://eg.lilly-home.com//products/copy-of-circular-leaves-towel-set-6-pcs,,2026/02/11 04:42:15 PM,,,white,42780861235394,1350,
True,beige,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",copy-of-circular-leaves-towel-set-6-pcs,,1880.0,Dots Towel set (3 pcs),https://eg.lilly-home.com//products/copy-of-circular-leaves-towel-set-6-pcs,,2026/02/11 04:42:15 PM,,,beige,42780861268162,1350,
True,silver,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",copy-of-circular-leaves-towel-set-6-pcs,,1880.0,Dots Towel set (3 pcs),https://eg.lilly-home.com//products/copy-of-circular-leaves-towel-set-6-pcs,,2026/02/11 04:42:15 PM,,,silver,42780861300930,1350,
True,cafe,"A 100% Egyptian Cotton High absorption
3 piece Towel Set contains:
1 Hand Towel (50x30)
1 Face Towel (50x100)
1 Bath Towel (100x160)
",copy-of-circular-leaves-towel-set-6-pcs,,1880.0,Dots Towel set (3 pcs),https://eg.lilly-home.com//products/copy-of-circular-leaves-towel-set-6-pcs,,2026/02/11 04:42:15 PM,,,cafe,42780861333698,1350,
